query_id	entity_id	entity_type	genre	web_search?	wiki_text?	unknown?
EDL14_ENG_TRAINING_2718	E0213705	PER	WB	N	N	N
EDL14_ENG_TRAINING_2719	E0505048	GPE	DF	N	N	N
EDL14_ENG_TRAINING_2720	NIL0157	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2721	E0363052	PER	DF	N	N	N
EDL14_ENG_TRAINING_2722	E0253605	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2723	E0595006	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2724	NIL0442	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2725	E0224209	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2726	NIL0661	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2727	NIL0662	PER	DF	N	N	N
EDL14_ENG_TRAINING_2728	NIL0085	GPE	WB	Y	Y	N
EDL14_ENG_TRAINING_2729	E0285107	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2730	E0161565	GPE	DF	N	N	N
EDL14_ENG_TRAINING_2731	NIL0137	PER	WB	N	N	N
EDL14_ENG_TRAINING_2732	E0724926	PER	DF	N	N	N
EDL14_ENG_TRAINING_2733	NIL0663	PER	NW	N	N	N
EDL14_ENG_TRAINING_2734	NIL0159	PER	NW	N	N	N
EDL14_ENG_TRAINING_2735	NIL0664	GPE	WB	Y	Y	N
EDL14_ENG_TRAINING_2736	E0455080	PER	WB	N	N	N
EDL14_ENG_TRAINING_2737	NIL0665	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2738	E0179715	PER	NW	N	N	N
EDL14_ENG_TRAINING_2739	E0777095	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2740	E0662311	PER	WB	N	Y	N
EDL14_ENG_TRAINING_2741	NIL0434	PER	NW	N	N	N
EDL14_ENG_TRAINING_2742	NIL0233	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2743	NIL0022	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2744	E0566375	PER	DF	N	N	N
EDL14_ENG_TRAINING_2745	NIL0666	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_2746	E0570810	PER	NW	N	N	N
EDL14_ENG_TRAINING_2747	NIL0537	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2748	NIL0667	PER	WB	N	N	N
EDL14_ENG_TRAINING_2749	E0748134	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2750	E0175585	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2751	E0397283	GPE	DF	N	N	N
EDL14_ENG_TRAINING_2752	E0632414	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2753	E0417046	ORG	DF	N	N	N
EDL14_ENG_TRAINING_2754	NIL0668	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2755	NIL0669	PER	WB	N	N	Y
EDL14_ENG_TRAINING_2756	E0595117	ORG	WB	N	N	N
EDL14_ENG_TRAINING_2757	E0484023	PER	WB	N	N	N
EDL14_ENG_TRAINING_2758	NIL0168	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2759	E0247660	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2760	E0386944	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2761	E0557250	PER	DF	N	N	N
EDL14_ENG_TRAINING_2762	NIL0165	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2763	NIL0328	PER	NW	N	N	N
EDL14_ENG_TRAINING_2764	E0557250	PER	DF	N	N	N
EDL14_ENG_TRAINING_2765	E0550909	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2766	E0093483	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2767	E0361283	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_2768	E0679687	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2769	NIL0151	PER	NW	Y	N	N
EDL14_ENG_TRAINING_2770	E0570810	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2771	E0522872	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2772	E0130420	PER	NW	N	N	N
EDL14_ENG_TRAINING_2773	E0743050	PER	DF	N	N	N
EDL14_ENG_TRAINING_2774	NIL0536	PER	WB	N	N	N
EDL14_ENG_TRAINING_2775	NIL0670	PER	WB	N	N	N
EDL14_ENG_TRAINING_2776	E0513100	PER	NW	N	N	N
EDL14_ENG_TRAINING_2777	E0168820	PER	WB	N	N	N
EDL14_ENG_TRAINING_2778	E0418540	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_2779	NIL0671	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2780	NIL0277	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2781	NIL0011	PER	DF	N	N	N
EDL14_ENG_TRAINING_2782	NIL0672	PER	WB	N	Y	N
EDL14_ENG_TRAINING_2783	NIL0673	PER	NW	Y	N	N
EDL14_ENG_TRAINING_2784	E0086943	GPE	DF	N	N	N
EDL14_ENG_TRAINING_2785	E0718219	ORG	WB	N	N	N
EDL14_ENG_TRAINING_2786	NIL0067	PER	DF	N	N	N
EDL14_ENG_TRAINING_2787	E0325971	ORG	WB	Y	N	N
EDL14_ENG_TRAINING_2788	NIL0004	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2789	E0819824	PER	NW	N	N	N
EDL14_ENG_TRAINING_2790	NIL0674	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2791	E0805223	PER	WB	N	N	N
EDL14_ENG_TRAINING_2792	NIL0465	PER	NW	N	N	Y
EDL14_ENG_TRAINING_2793	NIL0675	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_2794	E0585369	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2795	NIL0676	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2796	NIL0121	ORG	WB	Y	Y	N
EDL14_ENG_TRAINING_2797	E0007056	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2798	NIL0376	PER	DF	N	N	N
EDL14_ENG_TRAINING_2799	NIL0159	PER	NW	N	N	N
EDL14_ENG_TRAINING_2800	NIL0300	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2801	NIL0145	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_2802	NIL0677	PER	NW	N	N	N
EDL14_ENG_TRAINING_2803	E0211468	PER	NW	N	N	N
EDL14_ENG_TRAINING_2804	NIL0145	GPE	DF	Y	Y	Y
EDL14_ENG_TRAINING_2805	NIL0678	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_2806	E0159288	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_2807	NIL0679	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2808	E0009466	ORG	WB	N	N	N
EDL14_ENG_TRAINING_2809	E0431500	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2810	NIL0081	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2811	NIL0680	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2812	NIL0307	PER	NW	N	N	N
EDL14_ENG_TRAINING_2813	E0312888	PER	NW	N	N	N
EDL14_ENG_TRAINING_2814	E0734088	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2815	E0775832	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2816	NIL0290	PER	DF	N	N	N
EDL14_ENG_TRAINING_2817	E0643253	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2818	E0146197	PER	WB	N	N	N
EDL14_ENG_TRAINING_2819	E0693140	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2820	E0344636	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2821	E0620264	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2822	E0786304	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2823	E0168820	PER	WB	N	N	N
EDL14_ENG_TRAINING_2824	E0781913	PER	DF	N	N	N
EDL14_ENG_TRAINING_2825	E0679687	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2826	NIL0593	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_2827	E0457691	PER	DF	Y	N	N
EDL14_ENG_TRAINING_2828	E0285107	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2829	NIL0681	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2830	E0202997	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_2831	NIL0682	PER	WB	N	N	Y
EDL14_ENG_TRAINING_2832	NIL0159	PER	NW	N	N	N
EDL14_ENG_TRAINING_2833	E0145283	GPE	DF	Y	Y	N
EDL14_ENG_TRAINING_2834	E0751697	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2835	E0173174	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2836	NIL0217	PER	NW	N	N	N
EDL14_ENG_TRAINING_2837	E0015821	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_2838	E0370549	PER	NW	N	N	N
EDL14_ENG_TRAINING_2839	NIL0683	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_2840	NIL0516	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2841	NIL0150	PER	DF	N	N	N
EDL14_ENG_TRAINING_2842	E0218405	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2843	NIL0684	PER	WB	N	N	N
EDL14_ENG_TRAINING_2844	E0470871	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_2845	E0467057	GPE	DF	N	N	N
EDL14_ENG_TRAINING_2846	E0799260	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2847	NIL0291	GPE	DF	N	N	N
EDL14_ENG_TRAINING_2848	E0761408	PER	NW	N	N	N
EDL14_ENG_TRAINING_2849	NIL0092	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2850	NIL0269	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2851	E0643253	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2852	E0397283	GPE	DF	N	N	N
EDL14_ENG_TRAINING_2853	NIL0042	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2854	E0173174	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2855	E0594580	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2856	NIL0054	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2857	E0284958	ORG	DF	N	N	N
EDL14_ENG_TRAINING_2858	NIL0685	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2859	NIL0298	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2860	NIL0463	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2861	NIL0686	PER	NW	N	N	N
EDL14_ENG_TRAINING_2862	NIL0687	PER	NW	N	N	N
EDL14_ENG_TRAINING_2863	NIL0223	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2864	E0265466	PER	DF	N	N	N
EDL14_ENG_TRAINING_2865	E0271243	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2866	NIL0357	PER	WB	N	N	N
EDL14_ENG_TRAINING_2867	NIL0517	PER	DF	N	N	N
EDL14_ENG_TRAINING_2868	E0679687	GPE	DF	Y	Y	N
EDL14_ENG_TRAINING_2869	NIL0241	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_2870	E0777095	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2871	NIL0408	PER	NW	Y	N	N
EDL14_ENG_TRAINING_2872	E0596839	PER	DF	N	N	N
EDL14_ENG_TRAINING_2873	E0735390	ORG	WB	Y	N	N
EDL14_ENG_TRAINING_2874	E0440272	GPE	NW	Y	N	N
EDL14_ENG_TRAINING_2875	E0676446	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2876	NIL0210	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_2877	E0199103	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_2878	E0619582	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2879	NIL0688	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2880	NIL0653	PER	WB	N	Y	N
EDL14_ENG_TRAINING_2881	NIL0342	PER	NW	N	N	N
EDL14_ENG_TRAINING_2882	E0555571	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2883	E0253605	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2884	E0647882	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_2885	NIL0689	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2886	NIL0159	PER	NW	N	N	N
EDL14_ENG_TRAINING_2887	NIL0183	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2888	NIL0690	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_2889	NIL0691	PER	NW	N	N	N
EDL14_ENG_TRAINING_2890	NIL0692	PER	NW	Y	N	N
EDL14_ENG_TRAINING_2891	E0719130	ORG	DF	N	N	N
EDL14_ENG_TRAINING_2892	NIL0693	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2893	NIL0560	PER	WB	N	N	Y
EDL14_ENG_TRAINING_2894	NIL0694	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_2895	E0337846	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2896	E0305657	PER	DF	N	N	N
EDL14_ENG_TRAINING_2897	E0692831	PER	DF	N	N	N
EDL14_ENG_TRAINING_2898	NIL0054	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2899	E0308258	PER	NW	N	N	N
EDL14_ENG_TRAINING_2900	E0375368	PER	DF	N	N	N
EDL14_ENG_TRAINING_2901	NIL0695	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2902	NIL0367	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2903	E0506233	PER	DF	N	N	N
EDL14_ENG_TRAINING_2904	NIL0543	PER	WB	N	N	Y
EDL14_ENG_TRAINING_2905	E0285107	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2906	NIL0696	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2907	E0287282	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_2908	E0491897	PER	WB	N	N	N
EDL14_ENG_TRAINING_2909	NIL0176	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_2910	E0817917	PER	NW	N	N	N
EDL14_ENG_TRAINING_2911	NIL0157	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2912	NIL0588	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2913	E0377105	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2914	E0276615	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2915	E0287282	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_2916	NIL0216	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_2917	E0083620	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2918	NIL0697	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_2919	E0397283	GPE	DF	N	N	N
EDL14_ENG_TRAINING_2920	NIL0698	PER	WB	N	N	Y
EDL14_ENG_TRAINING_2921	E0555571	GPE	WB	Y	Y	N
EDL14_ENG_TRAINING_2922	NIL0391	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_2923	NIL0043	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2924	NIL0608	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_2925	NIL0699	PER	DF	N	Y	Y
EDL14_ENG_TRAINING_2926	NIL0559	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2927	NIL0700	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2928	NIL0228	PER	DF	N	N	N
EDL14_ENG_TRAINING_2929	E0738373	PER	WB	N	N	N
EDL14_ENG_TRAINING_2930	E0481877	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2931	NIL0111	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_2932	E0247049	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_2933	NIL0304	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2934	E0144138	PER	NW	Y	N	N
EDL14_ENG_TRAINING_2935	NIL0071	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2936	E0721872	ORG	DF	N	N	N
EDL14_ENG_TRAINING_2937	E0432831	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_2938	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2939	NIL0145	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_2940	NIL0280	PER	NW	N	N	N
EDL14_ENG_TRAINING_2941	E0398704	PER	WB	N	N	N
EDL14_ENG_TRAINING_2942	NIL0092	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2943	NIL0177	PER	NW	N	N	N
EDL14_ENG_TRAINING_2944	E0595045	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_2945	NIL0701	PER	WB	N	N	N
EDL14_ENG_TRAINING_2946	E0456892	PER	NW	N	N	N
EDL14_ENG_TRAINING_2947	NIL0283	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_2948	NIL0402	PER	NW	Y	N	N
EDL14_ENG_TRAINING_2949	E0212023	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2950	NIL0702	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2951	NIL0703	PER	NW	N	N	N
EDL14_ENG_TRAINING_2952	NIL0189	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2953	E0373654	GPE	DF	Y	Y	N
EDL14_ENG_TRAINING_2954	NIL0152	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2955	NIL0704	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2956	NIL0074	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2957	E0775832	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2958	E0607903	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2959	E0112069	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2960	E0018102	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2961	E0743544	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2962	NIL0705	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2963	NIL0139	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2964	NIL0706	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2965	NIL0707	PER	NW	N	N	N
EDL14_ENG_TRAINING_2966	NIL0487	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2967	NIL0054	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2968	NIL0011	PER	DF	N	N	N
EDL14_ENG_TRAINING_2969	E0543242	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2970	E0767323	ORG	DF	N	N	N
EDL14_ENG_TRAINING_2971	E0276658	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_2972	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_2973	NIL0708	GPE	DF	Y	Y	N
EDL14_ENG_TRAINING_2974	E0481877	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2975	E0074676	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2976	E0679687	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2977	E0605604	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2978	NIL0061	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_2979	E0305657	PER	DF	N	N	N
EDL14_ENG_TRAINING_2980	NIL0111	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_2981	E0620264	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2982	NIL0071	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2983	E0620264	GPE	WB	N	N	N
EDL14_ENG_TRAINING_2984	E0371854	PER	NW	N	N	N
EDL14_ENG_TRAINING_2985	NIL0709	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2986	E0211468	PER	NW	N	N	N
EDL14_ENG_TRAINING_2987	NIL0168	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2988	E0253605	GPE	NW	N	N	N
EDL14_ENG_TRAINING_2989	NIL0141	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_2990	E0043724	PER	NW	N	Y	N
EDL14_ENG_TRAINING_2991	NIL0520	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2992	NIL0081	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2993	NIL0710	PER	WB	Y	N	N
EDL14_ENG_TRAINING_2994	NIL0711	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2995	NIL0502	PER	DF	N	N	Y
EDL14_ENG_TRAINING_2996	NIL0606	ORG	NW	N	N	N
EDL14_ENG_TRAINING_2997	NIL0158	PER	NW	Y	N	N
EDL14_ENG_TRAINING_2998	E0416143	PER	DF	N	Y	N
EDL14_ENG_TRAINING_2999	E0348701	PER	DF	N	Y	N
EDL14_ENG_TRAINING_3000	E0039758	PER	DF	N	Y	N
EDL14_ENG_TRAINING_3001	E0528308	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3002	NIL0712	PER	WB	N	N	Y
EDL14_ENG_TRAINING_3003	NIL0713	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_3004	E0436894	PER	NW	N	Y	N
EDL14_ENG_TRAINING_3005	E0346994	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_3006	E0395396	ORG	DF	N	N	N
EDL14_ENG_TRAINING_3007	E0438229	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_3008	E0456892	PER	NW	N	N	N
EDL14_ENG_TRAINING_3009	NIL0077	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3010	NIL0714	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_3011	NIL0552	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_3012	E0585369	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_3013	E0211468	PER	NW	N	N	N
EDL14_ENG_TRAINING_3014	NIL0715	PER	NW	Y	N	N
EDL14_ENG_TRAINING_3015	E0722517	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_3016	E0212023	PER	DF	N	Y	N
EDL14_ENG_TRAINING_3017	NIL0011	PER	DF	N	N	N
EDL14_ENG_TRAINING_3018	E0240539	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3019	NIL0122	PER	NW	Y	N	N
EDL14_ENG_TRAINING_3020	E0254599	PER	NW	N	N	N
EDL14_ENG_TRAINING_3021	NIL0064	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3022	E0039697	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3023	NIL0716	PER	WB	N	N	Y
EDL14_ENG_TRAINING_3024	E0595006	GPE	DF	N	N	N
EDL14_ENG_TRAINING_3025	E0372728	PER	NW	N	N	N
EDL14_ENG_TRAINING_3026	NIL0717	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3027	E0491897	PER	WB	N	N	N
EDL14_ENG_TRAINING_3028	NIL0040	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_3029	NIL0523	PER	WB	N	N	Y
EDL14_ENG_TRAINING_3030	E0264831	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_3031	NIL0718	PER	NW	N	N	N
EDL14_ENG_TRAINING_3032	E0409686	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3033	E0170632	PER	NW	N	Y	N
EDL14_ENG_TRAINING_3034	NIL0121	ORG	WB	Y	Y	N
EDL14_ENG_TRAINING_3035	E0170658	ORG	NW	N	N	N
EDL14_ENG_TRAINING_3036	NIL0122	PER	NW	Y	N	N
EDL14_ENG_TRAINING_3037	NIL0265	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3038	NIL0231	PER	DF	N	N	N
EDL14_ENG_TRAINING_3039	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_3040	E0175585	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3041	NIL0368	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3042	NIL0313	GPE	DF	Y	Y	N
EDL14_ENG_TRAINING_3043	E0718219	ORG	WB	N	N	N
EDL14_ENG_TRAINING_3044	E0305657	PER	DF	N	N	N
EDL14_ENG_TRAINING_3045	NIL0165	PER	DF	N	N	N
EDL14_ENG_TRAINING_3046	NIL0719	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_3047	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3048	E0173697	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3049	NIL0720	PER	NW	N	N	N
EDL14_ENG_TRAINING_3050	E0213705	PER	WB	N	N	N
EDL14_ENG_TRAINING_3051	NIL0203	ORG	WB	N	N	N
EDL14_ENG_TRAINING_3052	NIL0721	PER	NW	N	Y	N
EDL14_ENG_TRAINING_3053	E0078394	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_3054	NIL0722	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_3055	E0742859	ORG	NW	Y	N	N
EDL14_ENG_TRAINING_3056	E0397283	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_3057	E0357080	PER	WB	N	Y	N
EDL14_ENG_TRAINING_3058	E0768746	PER	NW	N	Y	N
EDL14_ENG_TRAINING_3059	NIL0072	PER	WB	N	Y	N
EDL14_ENG_TRAINING_3060	E0300930	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3061	E0734088	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_3062	E0745790	PER	NW	N	N	N
EDL14_ENG_TRAINING_3063	NIL0189	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3064	E0129515	PER	DF	N	N	N
EDL14_ENG_TRAINING_3065	E0819824	PER	NW	N	N	N
EDL14_ENG_TRAINING_3066	NIL0723	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3067	E0471856	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_3068	E0619582	PER	DF	N	Y	N
EDL14_ENG_TRAINING_3069	NIL0724	ORG	NW	N	N	N
EDL14_ENG_TRAINING_3070	E0212023	PER	DF	N	Y	N
EDL14_ENG_TRAINING_3071	NIL0124	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_3072	NIL0054	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3073	E0149263	GPE	WB	N	N	N
EDL14_ENG_TRAINING_3074	NIL0008	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3075	E0606798	GPE	DF	N	N	N
EDL14_ENG_TRAINING_3076	NIL0050	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_3077	E0168820	PER	WB	N	N	N
EDL14_ENG_TRAINING_3078	NIL0046	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_3079	E0605604	GPE	WB	N	N	N
EDL14_ENG_TRAINING_3080	NIL0150	PER	DF	N	N	N
EDL14_ENG_TRAINING_3081	NIL0645	PER	DF	N	N	Y
EDL14_ENG_TRAINING_3082	E0739132	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3083	NIL0725	PER	DF	N	N	N
EDL14_ENG_TRAINING_3084	E0724792	ORG	NW	N	N	N
EDL14_ENG_TRAINING_3085	NIL0374	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_3086	E0386944	GPE	WB	N	N	N
EDL14_ENG_TRAINING_3087	E0620264	GPE	WB	N	N	N
EDL14_ENG_TRAINING_3088	E0739132	GPE	WB	N	N	N
EDL14_ENG_TRAINING_3089	E0230934	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_3090	E0743870	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_3091	E0127848	ORG	NW	N	N	N
EDL14_ENG_TRAINING_3092	E0201977	PER	DF	N	N	N
EDL14_ENG_TRAINING_3093	E0620294	GPE	NW	N	N	N
EDL14_ENG_TRAINING_3094	E0202997	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_3095	NIL0726	GPE	WB	N	N	N
EDL14_ENG_TRAINING_3096	NIL0727	PER	WB	N	N	N
EDL14_ENG_TRAINING_3097	NIL0480	PER	NW	N	N	N
EDL14_ENG_TRAINING_3098	NIL0728	PER	NW	N	Y	N
